gene_name	entrez_id
ZNF91_SNP	7644
DNAH9_SNP	1770
NIPAL1_SNP	152519
GDAP2_SNP	54834
IL5RA_SNP	3568
TET2_SNP	54790
PRKD2_SNP	25865
FRAS1_SNP	80144
RBBP8_SNP	5932
PTGIS_SNP	5740
PLXNC1_SNP	10154
NUGGC_SNP	389643
MAGEB3_SNP	4114
SLC44A5_SNP	204962
ZPLD1_SNP	131368
HYAL4_SNP	23553
SEMA3E_SNP	9723
MYH13_SNP	8735
MCTP1_SNP	79772
NOTCH4_SNP	4855
HGD_SNP	3081
TPRG1_SNP	285386
CD1A_SNP	909
ANKRD17_SNP	26057
RP1_SNP	6101
CDH12_SNP	1010
OR8D1_SNP	283159
CHD7_SNP	55636
SUPT4H1_SNP	6827
ALKBH7_SNP	84266
TAPBP_SNP	6892
MSR1_SNP	4481
CDK19_SNP	23097
PLIN4_SNP	729359
CHD9_SNP	80205
RGL4_SNP	266747
CRTAC1_SNP	55118
ARMC2_SNP	84071
FCHO2_SNP	115548
MARK2_SNP	2011
PCDHGA10_SNP	56106
APBB2_SNP	323
MCF2L_SNP	23263
SLCO5A1_SNP	81796
PPEF2_SNP	5470
